TCGA-2H-A9GJ-01A-11R-A37I-31	TCGA-IC-A6RF-01A-13R-A336-31	TCGA-IG-A5B8-01A-11R-A28J-31	TCGA-JY-A6F8-01A-11R-A336-31	TCGA-JY-A6FB-01A-11R-A336-31	TCGA-JY-A93F-01A-21R-A37I-31	TCGA-KH-A6WC-01A-11R-A336-31	TCGA-L5-A43E-01A-11R-A24K-31	TCGA-L5-A4OG-01A-11R-A260-31	TCGA-L5-A4OH-01A-11R-A260-31	TCGA-L5-A4OJ-01A-11R-A260-31	TCGA-L5-A4OM-01A-11R-A260-31	TCGA-L5-A4OP-01A-11R-A260-31	TCGA-L5-A4OR-01A-11R-A260-31	TCGA-L5-A88S-01A-11R-A36D-31	TCGA-L5-A893-01A-11R-A36D-31	TCGA-L5-A8NW-01A-11R-A37I-31	TCGA-S8-A6BW-01A-11R-A31P-31	TCGA-V5-A7RE-01A-11R-A354-31
CNN1|1264	4.0095	14.6055	0.8541	1.2753	3.8422	0.9695	21.296	1.6262	1.8599	1.4709	0.9357	4.5249	2.9283	1.9175	321.8743	29.2187	1.1222	14.4551	0.8527
CNN2|1265	19.6636	119.3626	47.4014	34.1195	43.2827	122.1588	41.5034	24.205	43.6081	31.1318	28.1514	80.5763	32.7174	21.2036	73.1422	39.2108	44.8515	98.1655	43.8268
CNN3|1266	14.5769	5.2502	15.6512	8.6153	41.4433	3.2555	64.2609	25.6685	24.0315	25.5004	7.8208	27.1434	28.4463	32.1909	56.8564	50.2828	33.6547	35.1405	30.8169
CNNM1|26507	1.7891	2.3444	1.1738	0.0067	11.0761	0.0026	0.1883	4.123	2.1999	2.9622	0.5773	0.6153	2.6057	3.2165	0.6093	0.6534	0.2159	4.6905	2.1308
CNNM2|54805	4.2328	5.8259	2.4016	4.2256	5.0016	1.8742	1.2587	2.431	2.6437	2.2776	4.585	2.7245	3.0484	4.0374	2.8119	2.701	2.5021	2.09	2.4396
CNNM3|26505	16.5975	8.588	3.8381	14.3516	21.2897	3.8493	3.1739	11.3575	10.5715	17.3969	15.7524	11.5005	13.2219	22.5593	7.7073	11.9835	6.5259	6.0415	22.5732
CNNM4|26504	34.3355	9.8367	6.8846	13.5386	8.8042	7.3519	6.2493	15.4563	21.0288	22.5663	12.5719	9.2749	12.912	19.663	3.6568	17.2508	7.3023	7.1014	36.5127
CNOT10|25904	9.088	9.2805	3.9497	11.7117	7.0995	6.408	5.93	8.0402	6.0382	6.3335	5.0688	5.4852	5.3938	10.4451	4.0908	10.3415	8.8789	5.6554	11.2048
CNOT1|23019	51.2974	36.258	30.6395	38.7733	46.2794	13.0643	73.6757	41.1002	57.808	47.2242	20.4323	57.6939	53.6012	43.9524	26.8452	43.4782	63.4651	44.558	34.7097
CNOT2|4848	8.7317	9.709	9.9075	10.0403	9.1283	12.0738	7.6236	10.4451	10.4191	7.975	11.4169	13.7689	6.4925	9.9058	23.096	9.6083	11.0069	32.6661	12.8484
CNOT3|4849	13.7218	8.6255	11.7442	6.3645	10.7538	8.976	5.9924	9.5635	14.498	16.4572	11.2978	12.284	7.7695	12.6463	10.5387	9.5245	9.74	9.4253	12.5848
CNOT4|4850	4.6897	5.607	3.6781	5.0364	5.7831	4.4412	5.4904	6.9384	4.8297	6.6174	5.7903	5.0102	7.0387	4.651	4.3177	4.4426	6.8658	6.3027	5.7778
CNOT6L|246175	3.9014	5.4446	2.0697	4.5015	3.6502	4.3884	5.2278	6.7349	6.9912	7.6799	6.5801	11.415	8.5743	6.5147	3.3574	8.789	7.9087	5.1703	3.0278
CNOT6|57472	9.3115	11.834	11.3899	9.1225	7.6604	16.1738	7.8586	6.3243	8.4929	50.3249	6.0803	9.2162	11.3756	6.0844	7.0728	9.9274	12.22	5.6954	11.4357
CNOT7|29883	15.6597	15.546	11.0669	29.2556	13.7359	19.9234	8.8303	39.3295	17.6507	13.5201	10.182	17.3939	17.8544	22.518	10.7631	15.1902	12.5768	10.0681	15.429
CNOT8|9337	8.5243	15.6653	23.2963	12.1114	10.3919	16.6655	9.3094	10.9924	10.8271	10.3406	7.9018	10.2911	26.268	9.6809	15.496	15.6208	13.0781	9.998	12.4751
CNO|55330	7.4599	9.1196	9.3345	15.4813	6.2083	9.0964	3.5812	12.5056	5.3121	12.9653	7.7167	3.4637	14.0976	7.7586	6.2813	7.6629	3.7639	4.8443	7.0609
CNPY1|285888	0.0066	0	0	0	0	0.0125	0.0035	0	0.0052	0.0194	0	0	0.0222	0	0	0	0	0.0049	0.001
CNPY2|10330	25.7494	16.2183	15.5714	44.9195	36.1607	13.0017	8.6013	28.0685	26.2343	20.0918	44.3537	18.449	16.8403	54.6544	24.4944	23.1314	20.8516	21.9499	45.3968
CNPY3|10695	42.596	11.7004	24.8041	39.2993	170.254	7.1417	6.955	34.4531	13.031	28.1828	28.1168	26.0763	91.2614	23.1278	35.936	23.3665	12.7596	21.5604	41.1533
CNPY4|245812	1.8508	1.3698	2.4785	0.8934	2.4865	0.8488	1.1396	1.9173	2.0096	3.5576	2.0009	7.4321	2.0028	2.8314	4.83	2.6882	2.2891	5.0057	2.0488
CNP|1267	14.1444	25.7505	10.2342	8.245	33.3735	14.7559	16.743	13.4655	16.3746	13.6348	12.4662	11.0016	19.021	13.1883	13.4855	14.0576	11.0597	20.5147	36.2973
CNR1|1268	1.5864	0.4876	0.0088	0.015	0.0083	0.0057	0.0884	0.1496	0.038	0.0294	0.11	0.1764	0.1567	0.0664	1.0495	0.6264	0.2633	0.0281	0.0072
CNR2|1269	0.05	0.9043	0.0256	0	0	0	0.0201	0.1779	0.1107	0.046	0.001	0.0081	0.0574	0.0356	0.0219	1.2228	0.0655	0	0.0082
CNRIP1|25927	0.3145	0.3297	0.1921	0.5666	0.7753	0.17	0.3386	0.2764	0.4337	0.3671	0.4117	0.43	0.4726	0.4718	3.5527	0.9918	0.913	1.1878	0.2639
CNST|163882	8.5843	5.8064	4.5052	7.1467	2.4524	3.2605	8.3858	7.2061	5.5923	14.4489	3.407	7.8321	16.7651	7.9783	10.0622	6.9335	5.7084	8.1716	6.2299
CNTD1|124817	5.8105	6.2162	5.8901	7.0821	4.482	7.6811	4.1508	14.2213	6.2598	8.6183	9.6201	5.4908	12.3174	9.4441	8.6428	7.2074	6.4977	7.5966	5.6511
CNTD2|79935	2.597	0.7738	1.5547	0.6332	0.2405	0.3767	0	0.3528	1.0185	0.7816	1.158	0.1159	0.2989	0.7203	2.0449	0.1164	0.2924	0.2176	0.2719
CNTFR|1271	15.6518	0.0939	0.0359	0.0347	0.1518	0.0163	0.1141	0.0408	0.0599	0.1578	0.0068	0.1468	0.0679	0.1221	0.0728	0.7273	0.0768	27.6364	0.0137
CNTF|1270	11.1699	9.306	8.4094	13.1747	14.3887	5.6007	5.17	10.95	10.8805	11.0256	11.4974	15.196	7.7962	14.4385	10.4686	10.6325	15.6382	12.142	9.5068
CNTLN|54875	0.069	0.6478	0.7136	0.1866	0.1324	0.7162	0.3059	0.0734	0.2134	0.1292	0.2677	1.2441	0.113	0.1307	0.8932	0.2566	0.5494	1.1065	0.0804
CNTN1|1272	0.0323	9.5726	1.4484	0.0047	0	12.7996	0.5395	9e-04	0.1811	0.0172	0.0045	7.3691	0.0261	0.0202	5.7764	0.575	3.0126	15.0803	0.2458
CNTN2|6900	0.0296	0.0268	0.0046	0.0016	0.0129	0.0258	0.0092	0.0068	0.0112	0.0104	0.0015	1.8674	0.0064	0.0024	0.2204	0.1715	0.0081	0.0053	0.0061
CNTN3|5067	0.0148	0.0214	0.0151	0	0.0029	0.0082	0.0156	0	0.0023	0.0025	0.0029	0.0332	0.0027	0.0135	0.3078	0.0227	0.0054	0.8906	0.0044
CNTN4|152330	0.4694	0.1382	0.0192	0.17	0.7731	0.0128	0.0846	0.4441	0.3177	0.3462	0.3206	0.1091	0.6816	0.6349	1.0459	0.8253	0.623	0.6091	0.077
CNTN5|53942	0	0.0016	0.1127	0	0.0017	0.0144	0.0059	0.0164	0.0021	0.0053	0.0043	0.0203	0.0272	0.0044	0.0124	0	0.0032	0.6521	0
CNTN6|27255	0	0	0	0	0.0018	0	0.0055	0	0.036	0	0.0035	0	0	0	0.0064	0.049	0.0298	0.0027	0
CNTNAP1|8506	1.8418	1.2823	0.3649	1.59	1.6755	1.1552	0.3986	1.134	1.3457	1.1016	1.7209	1.5317	1.7046	2.0637	32.3134	1.487	1.6108	13.7555	0.4272
CNTNAP2|26047	0.4917	0.0329	0.009	2.9958	0.0256	0.0043	0.1828	2.6023	5.3576	12.8455	1.7121	0.2134	0.0293	6.6872	1.7813	3.5242	5.6131	19.9128	1.2327
CNTNAP3|79937	0.0323	0.2966	0.1003	0.0104	0.0295	0	0.3556	0.0179	0.1012	0.0124	0.0261	0.7226	0.0451	0.0147	1.9918	0.2724	0.5181	3.0038	0.0144
CNTNAP4|85445	0.5768	0	1.8512	0	0	0	0.003	0	0	0	0	1.0593	0	0.001	0.2019	0.009	0	0	0
CNTNAP5|129684	0.0056	0	0	0.0021	9e-04	0	0	0.0023	0	0.0211	0.0027	0.1416	0.0402	0	0.0098	0	0	0.0012	0.001
CNTROB|116840	6.319	8.0553	3.337	4.4739	9.0027	7.0929	3.7942	4.7961	4.2324	7.6931	8.5629	14.5678	5.0646	8.2093	8.9851	7.0549	5.3104	4.6323	6.5063
COASY|80347	19.1026	17.0614	12.3666	32.8684	17.8497	19.7614	13.7543	29.1749	24.8911	28.3636	27.0097	22.1187	27.4472	29.9665	19.1105	18.5883	12.2743	22.0764	14.7667
COBLL1|22837	18.4795	5.8609	5.1848	3.1181	8.6475	7.2017	16.2023	4.4452	7.702	14.4617	5.3427	11.9874	6.0432	5.2667	5.7727	6.7382	14.6396	14.7522	5.3057
COBL|23242	4.3535	0.0949	0.1284	3.4828	8.8148	0.0026	4.1334	9.609	4.7762	9.8111	2.7734	0.5708	5.4509	9.58	3.2996	4.6545	4.6453	0.0528	4.7434
COBRA1|25920	22.8394	29.294	22.7098	43.4868	45.9975	30.8328	16.6013	24.266	28.1489	37.45	31.9377	23.208	33.3564	25.8095	16.9286	31.2393	19.0363	25.1953	27.2446
COCH|1690	7.4097	0.5217	0.3187	0.793	3.0182	0.8397	0.1997	2.1119	12.4556	9.209	1.2293	1.3464	2.3642	6.6164	0.5523	1.5222	0.9899	14.7375	4.0111
COG1|9382	11.6844	17.808	17.1811	14.5619	11.2904	9.771	8.8507	19.8425	9.3613	12.8937	7.3545	9.2767	19.9027	9.8882	13.2653	14.3734	9.0367	9.6217	12.644
COG2|22796	13.089	8.2283	6.0889	19.7797	17.0446	6.6798	3.3332	13.5205	11.2714	19.1767	10.6737	11.6662	8.5277	10.3663	6.192	12.4516	11.0583	12.7022	14.2289
COG3|83548	6.8162	7.3498	6.3559	19.9608	5.3789	9.415	5.7917	25.3844	20.7597	9.9302	9.5647	8.4283	22.4554	10.9032	5.2215	8.8938	7.729	7.4633	5.6267
COG4|25839	14.2583	12.3406	24.2537	16.9767	19.2869	11.788	21.6364	15.1577	15.8592	18.2154	12.8936	20.3549	21.8543	10.2537	16.8679	18.7077	11.807	14.3822	13.8879
COG5|10466	11.6219	8.1659	7.3163	9.6025	9.3969	7.7854	9.7828	12.9776	13.4785	18.1405	11.7101	16.3631	12.6948	16.1102	6.9564	7.9094	14.2902	7.5096	7.6736
COG6|57511	3.3946	2.8224	3.4056	10.1621	3.3137	3.3125	2.9423	6.4877	8.9865	5.1788	5.4006	4.1103	11.7262	6.6243	3.2305	4.7557	4.7447	4.5194	2.1878
COG7|91949	19.8686	11.6366	15.0597	11.8984	12.7668	7.4631	6.3356	10.1749	9.5914	15.6492	17.3759	14.8121	15.7874	12.2182	8.1238	11.6586	7.8533	9.5802	7.8472
COG8|84342	11.5797	11.8656	9.1228	9.9781	13.3304	11.4827	8.1888	11.1045	10.9755	11.7136	6.2734	10.0444	13.0535	8.0177	10.2746	10.4346	6.463	8.5115	10.1473
COIL|8161	7.0224	6.4664	8.7062	8.5702	8.272	7.4876	4.3489	14.2305	7.1116	6.1058	8.8738	7.5577	8.1117	8.1248	4.354	6.0333	5.1907	7.7144	17.3552
COL10A1|1300	0.0641	0.2726	3.9102	0.0646	0.4658	1.7529	0.0943	0.0521	0.1305	0.5416	0.1665	0.6279	0.0852	0.5905	9.9981	0.063	3.6968	57.9642	0.1335
COL11A1|1301	0.0686	0.0323	1.468	0.0346	0.0381	0.6994	0.0229	0.0036	0.0448	0.1488	0.0197	0.2308	0.06	0.2477	8.0234	0.012	0.5687	81.8538	0.0136
COL11A2|1302	0.2084	0.0786	0.0525	1.5831	0.0923	0.0167	0.0618	0.1236	27.9767	0.0581	0.0518	1.0539	0.0762	0.059	0.0877	0.0791	0.08	0.4054	0.5676
COL12A1|1303	5.4062	4.1662	33.9201	5.4495	19.3645	5.246	1.6401	14.2501	23.5829	11.3434	10.4225	13.0387	11.7803	27.3191	72.1837	5.4877	32.9215	132.4172	3.9173
COL13A1|1305	0.196	0.187	0.3189	0.4026	2.2907	0.5537	0.1133	0.2522	0.7183	0.6866	1.4222	0.6074	0.6901	0.5705	2.2089	0.968	0.3157	1.0292	0.912
COL14A1|7373	0.9631	3.338	0.2213	2.617	4.4727	0.5534	2.2578	1.2538	2.3821	1.9365	1.44	7.0092	2.3759	2.2607	16.9229	4.9521	6.2855	5.7339	0.4366
COL15A1|1306	11.0621	5.6393	1.4671	28.7537	45.6491	3.6401	3.6671	8.0349	32.4032	12.5824	26.1515	5.2731	15.7792	18.3405	66.742	18.4496	21.2819	12.1946	7.7221
COL16A1|1307	5.3545	7.1724	13.5119	12.1687	2.8446	2.1492	1.8977	4.5454	4.0736	4.0328	13.1159	12.1001	5.3929	16.4775	24.4572	5.2687	9.3281	26.2707	1.5462
COL17A1|1308	1.0835	199.8273	387.3844	6.8491	1.0562	73.726	53.1482	2.9027	19.7263	16.4367	17.7637	160.7355	56.1269	0.829	317.3795	38.0477	87.6249	171.3737	14.6321
COL18A1|80781	11.771	19.5826	9.7216	25.6955	63.4761	11.3283	14.5238	14.4388	39.1579	23.721	23.0642	23.065	16.5008	21.0838	141.9707	19.8304	26.7128	44.9782	18.5703
COL19A1|1310	0.0093	0.0606	0	0.0038	0.0033	0	0.0078	0.0226	0.0153	0.0135	0.0073	0.0463	0.0167	0.0171	0.1479	0.1787	0.0039	0	0
COL1A1|1277	51.6369	64.0338	360.395	124.619	323.3544	145.1717	27.3055	89.8226	167.3584	159.1544	167.5145	121.9548	115.43	284.8967	3188.35	116.1711	524.7356	6683.1741	76.3649
COL1A2|1278	31.5214	35.7122	128.6845	65.7205	157.301	78.688	15.292	63.9509	83.5166	89.6432	84.9368	99.5574	65.5517	158.854	1377.9333	80.4415	285.9706	2840.6276	33.2721
COL20A1|57642	0.0157	0	0	0	0.0065	0	0.0042	0.0493	0.0059	0.0041	0.0398	0	0.013	0.0025	0	0.0076	0.0032	0.0144	0
COL21A1|81578	1.7984	7.3645	0.0098	0.1226	0.0657	5.343	0.3059	0.1795	0.6215	0.1177	0.3827	3.124	0.4257	0.3424	0.3612	0.2116	0.2927	0.6438	0.2911
COL22A1|169044	0.049	1.8778	0.0874	0.061	0.7973	0.0296	0.0985	0.0883	0.51	0.2354	0.2638	3.541	0.1445	0.2812	0.33	0.1316	0.2589	0.5944	0.1541
COL23A1|91522	0.5041	0.2809	0.1646	0.2302	0.5393	0.1622	0.1099	0.2917	0.5177	0.2244	0.2164	2.2793	0.2913	0.3736	0.51	1.153	0.3464	0.2151	0.0797
COL24A1|255631	1.1011	0.0523	0.0595	0.0157	0.0433	0.1014	0.0129	0.024	0.1508	0.114	0.0555	0.253	0.0402	0.0512	0.5848	0.0582	0.0843	0.8433	0.0411
COL25A1|84570	0.0167	0.0056	0.0051	0.0188	0.0073	0.0033	0.0124	0.0421	0.0027	0.0029	0.029	0.0568	0.2371	0.0027	0.063	0.0132	0.0091	0.04	0.0014
COL27A1|85301	2.386	2.4285	5.4568	6.144	3.1166	1.931	1.2098	5.0764	7.5359	3.6188	2.7425	11.7695	0.3628	5.2976	1.7372	2.0417	4.4669	11.8536	5.1221
COL28A1|340267	0.4495	0.0276	0.8749	0.0367	0.5133	0.3772	0.1103	0.4148	0.2386	0.1565	5.3884	2.4895	2.0902	0.3672	0.9402	1.3074	0.1291	0	1.706
COL29A1|256076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COL2A1|1280	0.4164	0.3217	0.287	0.0042	0.0227	0.184	2e-04	0.0016	0.0027	0.0372	0.0054	3.434	0	0.0054	0.1585	0.0653	0.0533	0.0732	0
COL3A1|1281	37.5058	37.2108	129.2621	62.7007	117.1585	62.6894	18.0981	67.369	78.6621	108.4246	90.6663	90.0885	70.6647	159.0709	1590.3086	118.8953	377.1142	2581.021	29.011
COL4A1|1282	39.5944	23.5676	39.2968	98.1302	236.5517	31.0168	5.0386	43.8508	150.4231	38.6626	90.5898	61.0021	74.9137	120.4875	164.1596	25.0497	42.823	86.0137	27.0894
COL4A2|1284	37.9391	39.9019	65.6293	95.6142	219.4856	28.162	8.2467	41.8842	118.3405	39.3126	84.8609	127.3833	70.2177	106.834	242.7966	36.4278	49.2437	75.6726	31.7265
COL4A3BP|10087	11.7958	11.3485	7.0698	5.3859	6.4275	12.4917	9.6805	6.0107	6.4167	6.1457	4.4749	5.5412	4.0961	5.4084	7.1398	7.7394	10.7085	10.3257	8.7457
COL4A3|1285	2.1984	0.3679	0.0102	0.0141	0.0379	0.0048	0.0266	0.1774	0.0994	0.0409	0.0492	0.4945	0.6155	0.1364	0.6703	0.3248	0.0538	0.007	0.0234
COL4A4|1286	10.5512	0.2743	0.0303	0.3721	0.0639	0.0141	0.0537	0.2423	0.3746	0.5073	0.1288	0.9406	1.3958	1.3793	2.0382	0.5998	1.6947	0.0072	0.0874
COL4A5|1287	2.2921	16.8271	8.1801	1.8172	3.9042	8.3316	2.1332	1.9535	1.6081	1.1596	1.6598	38.0001	2.756	3.5861	21.1467	4.6985	4.7105	15.0691	0.2685
COL4A6|1288	1.1373	13.4684	2.3371	0.635	0.5889	2.2748	0.5687	0.7254	0.4388	0.3095	0.2255	11.1384	0.4484	0.7036	17.1595	1.8565	1.206	4.0427	0.0745
COL5A1|1289	5.3871	4.0569	33.4962	9.5781	26.4741	7.4991	1.6467	9.6572	14.801	12.8709	13.4686	13.2684	8.7947	27.2833	159.0175	11.4372	27.7036	259.2225	4.3319
COL5A2|1290	6.193	3.9223	20.3303	8.8275	24.1139	18.8134	1.651	10.9145	17.5225	13.2397	13.1734	12.2377	10.8402	23.4787	117.456	8.3715	28.8224	167.6503	5.0308
COL5A3|50509	1.3131	2.2059	4.7726	4.1081	4.8486	4.6492	2.8873	2.155	5.0787	1.1779	3.0617	1.566	1.7078	4.3777	23.0421	2.249	6.0028	33.3761	1.3523
COL6A1|1291	28.0975	21.2979	59.6403	29.7841	66.9439	41.8541	11.0518	22.4961	57.7906	65.3781	26.142	22.819	20.9837	52.7407	413.9659	44.533	54.0063	375.1726	11.5052
COL6A2|1292	13.9338	15.8501	46.722	24.893	44.9546	20.3624	9.2703	16.2686	33.0714	20.45	20.6326	14.3505	15.5034	28.0262	399.2983	38.1789	37.8954	224.7229	8.8902
COL6A3|1293	11.7246	8.3804	11.6086	12.4228	24.9649	10.7288	2.1141	20.1272	25.7709	17.0705	16.0972	15.9097	14.7195	38.7753	159.5919	19.3205	53.1765	180.4293	4.7928
COL6A4P2|646300	0.0041	0.0065	0.0165	0.0061	0.0333	0.0038	0.0067	0.1065	0.0333	0.0289	0.0218	0.0079	0.0843	0.016	0.0183	0.0181	0.0202	0.0586	0.0016
COL6A6|131873	0.0173	0.069	0.0396	0.0013	0.0047	0.0121	0.0457	0.0094	0.0151	0.0225	0.014	0.1297	0.058	0.0495	0.0925	0.2183	0.0369	1.7533	0.0254
COL7A1|1294	2.7477	22.4533	12.0496	1.1766	2.8797	7.3306	10.0627	2.6409	6.4333	5.6609	1.6583	55.2519	1.4548	4.0499	28.2319	3.4666	23.0636	28.2527	1.6301
COL8A1|1295	0.625	1.0743	1.2904	0.7093	2.0072	0.3966	0.4274	1.0715	1.4502	2.0091	0.8017	15.2907	1.4269	3.1191	19.2366	1.5395	5.5449	22.5542	0.2656
COL8A2|1296	0.8167	0.6697	2.7601	0.0418	0.441	0.801	1.2676	0.296	2.1252	0.5487	0.2037	18.1659	0.3026	0.9222	11.4201	1.4468	2.3824	14.5796	0.1431
COL9A1|1297	0.4357	0.0222	0.0213	0.1106	0.547	0.0021	0.0119	0.2276	0.159	0.9748	0.3488	0.6168	0.3401	1.6556	0.0282	0.0501	0.1891	0.0027	0.1593
COL9A2|1298	4.4204	0.7545	0.5406	15.0977	0.8404	0.3796	0.0971	15.0133	1.0105	0.1837	6.4506	16.6716	15.3352	3.6742	0.5665	3.3409	0.4685	0.7829	1.4995
COL9A3|1299	1.3662	0.5029	0.6678	11.5017	0.4524	0.9499	0.1725	1.2148	7.5487	0.2597	0.1414	13.9569	0.2392	0.1803	1.5633	0.6305	0.1868	1.6148	17.9905
COLEC10|10584	0.1378	0	0.0612	0.2876	0.1009	0	0.0305	0.1476	0.069	0.0814	0.0181	0.0938	0.1454	0	0	0.0469	0.071	0.0709	0.0085
COLEC11|78989	2.7661	0.3229	0.122	1.1646	0.317	0.5107	0.1373	0.1657	0.2485	0.2711	0.5896	0.2338	0.2948	0.5252	0.8384	0.3855	0.2905	17.8658	0.2934
COLEC12|81035	0.2453	1.1057	0.8026	0.0557	0.2464	0.2275	0.4084	0.2617	0.3908	0.3159	0.0684	8.367	0.1445	0.2749	27.431	1.9734	2.8358	7.8733	0.0437
COLQ|8292	0.2817	0.2031	0.1077	0.2917	0.1834	0.056	0.2459	0.1919	0.1882	0.3292	0.2509	0.41	0.5526	0.2013	0.5368	1.0107	0.4481	0.3192	0.1717
COMMD10|51397	7.4632	4.51	26.1701	9.5987	7.6726	7.7748	6.5438	5.8615	7.9096	11.8996	6.34	5.0138	9.0969	6.9143	10.0534	6.2045	6.0897	7.1744	13.607
COMMD1|150684	8.4066	35.2595	28.0771	15.1622	15.425	24.0527	21.6265	14.9039	10.2643	10.4317	16.2466	13.0772	15.0779	15.3802	20.2187	20.7957	13.5045	19.6819	27.0847
COMMD2|51122	11.0026	12.4047	11.1207	9.6667	7.5595	7.9474	4.901	13.1151	11.9486	7.1908	11.7734	22.0942	8.6391	11.0331	7.6394	7.4705	7.6466	16.3278	8.4503
COMMD3|23412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COMMD4|54939	12.1313	13.2319	16.9532	18.3694	19.4936	9.5181	6.7436	12.8739	6.0834	11.3568	15.4876	13.2193	22.0981	16.471	17.9605	16.5432	11.9649	16.1632	14.8181
COMMD5|28991	4.1729	5.7266	7.6033	9.4642	6.169	4.9483	2.8956	11.3031	4.4841	3.9872	2.646	4.0873	6.7189	5.4661	3.2057	3.9798	3.2107	4.3497	7.3877
COMMD6|170622	15.8613	28.0147	35.6625	54.672	16.1697	32.3512	13.8056	39.8376	27.3181	14.2354	18.8266	13.7103	32.5903	11.9718	37.7048	28.9413	10.7385	23.423	46.1458
COMMD7|149951	11.8146	3.6603	19.31	28.6402	14.8704	6.0734	5.5239	20.1318	22.081	18.4976	6.0097	9.2257	13.3701	13.7618	9.8123	11.582	13.7492	9.2104	20.8875
COMMD8|54951	5.4409	12.3506	28.1671	26.4421	9.1814	30.9533	14.1119	15.0378	11.6419	15.5041	16.5687	13.3724	14.0208	14.1449	12.4425	12.5028	12.1094	10.3944	9.3271
COMMD9|29099	5.79	8.9411	9.9005	8.9121	6.9089	8.0787	5.835	6.4565	3.8962	7.0579	8.284	7.3775	5.419	6.0622	13.1282	8.3256	9.6536	4.7113	5.5803
COMP|1311	75.0992	3.6322	0.0556	0.0083	0.1396	0	0.2443	0.2129	0.0043	0.0958	0.0863	0.3909	0.1088	0.06	37.0811	0.301	4.7091	3.8317	0.9112
COMTD1|118881	15.5227	43.4982	45.4384	38.9252	29.9302	28.48	24.8847	11.5452	13.1688	27.1784	14.6249	8.3275	10.2349	16.5796	14.5062	25.0106	13.2761	13.9576	18.8001
COMT|1312	16.9484	49.3869	18.0514	17.3338	28.8777	27.3051	31.1824	23.8113	14.5663	15.7551	17.8332	29.1509	11.4559	10.5867	30.2596	27.7973	14.0738	36.3446	27.8262
COPA|1314	97.5839	35.4333	64.9188	87.2134	56.0093	32.6408	31.313	51.2283	67.1916	80.1041	106.1039	62.2619	92.5419	82.3477	48.1736	50.9294	45.0367	53.1915	45.0894
COPB1|1315	59.3048	31.6338	42.7877	77.9843	53.6199	35.0391	27.7627	47.4067	55.2582	83.6641	72.2433	65.0655	32.9014	72.3321	32.6525	39.9499	50.0779	50.1829	30.2387
COPB2|9276	51.5465	28.1796	36.0768	37.4784	35.9243	18.9718	24.2944	24.0786	35.4929	21.0785	43.0515	50.3979	38.2856	55.8055	27.9924	26.8939	24.9873	39.4027	26.5353
COPE|11316	72.7264	111.3492	207.2931	103.8117	142.7367	102.2466	94.9053	63.4118	107.9655	97.6053	133.8311	69.3219	66.3848	95.6947	175.1878	141.0956	71.5571	105.9642	179.5782
COPG2|26958	7.114	6.8137	3.5185	2.5432	8.1294	5.9074	5.8351	6.7362	6.208	12.0735	8.8299	5.2152	4.8456	3.2533	3.6679	7.7018	5.7619	3.2606	3.4805
COPG|22820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
COPS2|9318	23.0702	25.0163	23.1176	23.1825	17.7847	29.0284	13.4414	17.2236	17.7758	11.7435	18.9068	14.5418	16.9524	24.8533	14.3588	11.8812	18.1894	21.1563	10.6946
COPS3|8533	10.2021	25.8199	14.111	19.934	22.5201	28.4324	17.6841	12.2638	17.6608	15.6608	31.4377	24.7678	12.8048	19.4931	29.1072	23.0655	17.761	18.3545	17.6145
COPS4|51138	15.9802	18.263	19.2525	23.1899	12.3829	15.4809	16.2281	17.5541	15.0981	21.6051	22.6129	20.9056	21.9511	12.9394	19.5887	18.5579	14.207	15.4663	14.1494
COPS5|10987	8.3023	6.952	15.1743	25.411	6.1998	15.2269	7.0749	19.3027	9.7712	6.1999	10.0677	9.1446	11.5424	11.0848	8.3071	8.6807	9.4054	12.1037	15.0441
COPS6|10980	27.3719	30.3506	40.1931	42.5868	44.5356	23.9875	38.5298	32.3467	39.0285	65.5069	31.7715	48.6906	29.4426	33.6512	35.4228	40.2968	31.2969	34.3571	54.0425
COPS7A|50813	15.8685	22.7354	33.5211	22.9072	27.3224	28.0267	23.0858	20.7184	24.4239	15.3816	25.7497	26.4605	17.7892	22.0883	30.2896	21.8752	17.2956	29.5511	31.3662
COPS7B|64708	4.5326	6.498	4.0884	6.0225	8.3534	4.9182	2.9323	4.8342	5.6807	12.2856	5.7626	7.52	6.8417	4.649	3.5479	4.7863	4.1086	2.0932	12.6352
COPS8|10920	11.9969	19.7196	14.1813	13.5902	13.4174	11.4014	7.1883	13.4476	18.0398	25.053	17.0642	14.5213	18.6835	12.0746	18.1453	11.0746	10.3845	8.803	26.5969
COPZ1|22818	65.7089	53.8859	54.0957	125.7209	97.6263	66.5105	43.2282	68.7256	77.7693	44.9054	87.5239	62.271	45.5083	96.9907	52.3486	64.8732	56.0179	60.471	88.3969
COPZ2|51226	0.8744	16.9537	13.2967	0.4905	0.8485	12.4653	2.1554	0.4781	3.854	0.84	1.0282	8.96	0.9914	1.133	30.2815	2.1009	3.7491	50.6362	0.5822
COQ10A|93058	1.5185	1.1994	1.9412	2.1732	2.588	1.1375	0.4976	1.8823	1.0613	0.8926	1.5577	1.9979	0.587	4.6608	0.9973	1.5488	1.3352	1.6745	1.5943
