TCGA-KL-8336-01A-11R-2315-07	TCGA-KL-8339-01A-11R-2315-07	TCGA-KL-8341-01A-11R-2315-07	TCGA-KN-8426-01A-11R-2315-07	TCGA-KN-8427-01A-11R-2315-07	TCGA-KO-8404-01A-11R-2315-07
OR2AG1|144125	0	0	0	0	0	0
OR2AG2|338755	0	0	0	0	1.6437	0
OR2AK2|391191	0	0	0	0	0	0
OR2AT4|341152	0	0	0	0	0	0
OR2B11|127623	0.382	0	0	0.4065	0	0
OR2B2|81697	0	0	0	0	0	0
OR2B3|442184	0	0	0	0	0	0
OR2B6|26212	0.382	0.7184	0.2803	0	0	6.0307
OR2C1|4993	0	0	2.5228	1.626	0	0
OR2C3|81472	0	0	0	0.4065	0	15.3509
OR2D2|120776	0	0	0	0	0.3287	0
OR2D3|120775	0	0	0	0	0	0
OR2F1|26211	0	0	0.2803	0	0	0
OR2F2|135948	0	0	0	0	0	0
OR2G2|81470	0	0	0	0	0	0
OR2G3|81469	0	0	0	0	0	0
OR2G6|391211	0	0.3592	0	0	0	0
OR2H1|26716	0	0	0	0	0	0
OR2H2|7932	0	0	0	0	0	0
OR2J2|26707	0	0	0	0	0	0
OR2J3|442186	0	0	0	0	0	0
OR2K2|26248	0	0	0	0	0	0
OR2L13|284521	0	0	0	0	0.3287	0
OR2L1P|26247	0	0	0.2803	0	0	0
OR2L2|26246	0	0	0	0	0	0
OR2L3|391192	0	0	0	0	0	0
OR2L8|391190	0	0	0	0	0	0
OR2M1P|388762	0	0	0	0	0	0
OR2M2|391194	0	0	0	0	0	0
OR2M3|127062	0	0	0	0	0	0
OR2M4|26245	0	0	0	0	0	0
OR2M5|127059	0	0	0	0	0	0
OR2M7|391196	0	0	0	0	0	0
OR2S2|56656	0	0	0	0	0	0.5482
OR2T10|127069	0	0	0.2803	0.813	0	0
OR2T11|127077	0.382	0	0	0	0	0.5482
OR2T12|127064	0	0	0	0	0	0
OR2T1|26696	0	0	0	0	0	0
OR2T27|403239	0	0	0	0	0	0
OR2T29|343563	0	0	0	0	0	0
OR2T2|401992	0	0	0	0	0	0
OR2T33|391195	0	0	0	0	0.3287	0
OR2T34|127068	0	0	0	0	0	0
OR2T35|403244	0	0	0	0	0	0
OR2T3|343173	0	0.3592	0	0	0	0
OR2T4|127074	0	0	0	0	0	0
OR2T5|401993	0	0.3592	0	0.4065	0	0
OR2T6|254879	0	0	0	0	0	1.0965
OR2T8|343172	0	0	0	0	0.6575	0
OR2V2|285659	0	0	0	0.4065	0	0
OR2W1|26692	0	0	0	0	0	0
OR2W3|343171	0.764	0.7184	0	0	17.9553	0.5482
OR2W5|441932	0	0	0	0	0	0.5482
OR2Y1|134083	0	0	0	0	0	0
OR2Z1|284383	0	0	0	0	0	0
OR3A1|4994	0.382	0	0	0	0	1.0965
OR3A2|4995	0.764	0	0	0	0	22.4781
OR3A3|8392	0	0	0	0	0	16.4474
OR3A4|390756	0	0	0	0	0	0.5482
OR4A15|81328	0	0	0	0	0	0
OR4A16|81327	0	0	0	0	0	0
OR4A47|403253	0	0	0	0	0	0
OR4A5|81318	0	0	0	0	0	0
OR4B1|119765	0	0	0	0	0	0
OR4C11|219429	0	0	0	0	0	0
OR4C12|283093	0	0	0	0	0	0
OR4C13|283092	0	0	0	0	0	0
OR4C15|81309	0	0	0	0	0	0
OR4C16|219428	0	0	0	0	0	0
OR4C3|256144	0	0	0	0	0	0
OR4C45|403257	0	0	0	0	0	0
OR4C46|119749	0	0	0	0	0	0
OR4C6|219432	0	0	0	0	0	0
OR4D10|390197	0	0	0	0	0	0
OR4D11|219986	0	0	0	0	0	0
OR4D1|26689	0	0	0	0	0	0
OR4D2|124538	0	0	0	0	0	0
OR4D5|219875	0	0	0.5606	0	0	0
OR4D6|219983	0.382	0	0	0	0	0
OR4D9|390199	0	0	0	0	0	0
OR4E2|26686	0	0	0	0	0	0
OR4F15|390649	0	0	0	0	0	0
OR4F17|81099	0	0	0	0	0	0
OR4F21|441308	0	0	0	0	0	0
OR4F29|729759	0	0	0.5606	0.4065	2.6299	0
OR4F4|26682	0	0	0	0	0	0
OR4F5|79501	0	0	0	0	0	0
OR4F6|390648	0	0	0	0	0	0
OR4K13|390433	0	0	0	0	0	0
OR4K14|122740	0	0	0	0	0	0
OR4K15|81127	0	0	0	0	0	0
OR4K17|390436	0	0	0	0	0	0
OR4K1|79544	0	0	0	0	0	0
OR4K2|390431	0	0	0	0	0	0
OR4K5|79317	0	0	0	0	0	0
OR4L1|122742	0	0	0	0	0	0
OR4M1|441670	0	0	0	0	0	0
OR4M2|390538	0	0	0	0	0	0
OR4N2|390429	0	23.7069	0	0	0	0.5482
OR4N3P|390539	0	0	0	0	0	0.5482
OR4N4|283694	0	0	0	0.4065	0.3287	5.2577
OR4N5|390437	0	0	0	0	0	0
OR4P4|81300	0	0	0	0	0	0
OR4Q3|441669	0	0	0	0	0	0
OR4S1|256148	0	0	0	0	0	0
OR4S2|219431	0	0	0	0	0	0
OR4X1|390113	0	0	0	0	0	0
OR4X2|119764	1.146	0	0	0	0	0
OR51A2|401667	0	0	0	0	0	0
OR51A4|401666	0	0	0	0	0	0
OR51A7|119687	0	0	0	0	0	0
OR51B2|79345	0	0	0	0	0	2.193
OR51B4|79339	0	0	0	0	0	2.193
OR51B5|282763	0	0	0	0	0	6.5789
OR51B6|390058	0	0	0	0	0	0
OR51D1|390038	0	0	0	0	0	0
OR51E1|143503	48.897	14.727	35.3189	19.5122	18.0802	7.6754
OR51E2|81285	26.3585	9.6983	21.8641	6.5041	6.2459	0.5482
OR51F1|256892	0	0	0	0	0	0
OR51F2|119694	0.382	0	0	0	0	0
OR51G1|79324	0	0	0	0	0	0
OR51G2|81282	0	0	0	0.4065	0	0
OR51I1|390063	0.382	0	0	0	0	2.193
OR51I2|390064	0	0	0	0	0	0
OR51L1|119682	0	0	0	0	0	0.5482
OR51M1|390059	0	0	0	0	0	1.6447
OR51Q1|390061	0	0	0	0	0	11.5132
OR51S1|119692	0.382	0	0	0	0	0
OR51T1|401665	0	0	0	0	0	0
OR51V1|283111	0	0	0	0	0	0
OR52A1|23538	0	0	0	0	0	0
OR52A4|390053	0	0	0	0	0	0.5482
OR52A5|390054	0	0	0	0	0	1.0965
OR52B2|255725	0	0	0	0	0	0
OR52B4|143496	0	0	0	0	0	0
OR52B6|340980	0	0	0.2803	0	0	0
OR52D1|390066	0	0	0	0	0	0.5482
OR52E2|119678	0	0	0	0	0	0.5482
OR52E4|390081	0	0	0	0	0	0
OR52E6|390078	0	0	0	0	0	0
OR52E8|390079	0	0	0	0	0	0
OR52H1|390067	0	0	0	0	0	0
OR52I1|390037	0	0	0.5606	0.4065	0	0
OR52I2|143502	0	0	0	0	0	0
OR52J3|119679	0	0	0	0	0	0.5482
OR52K1|390036	0	0	0	0	0	0
OR52K2|119774	0	0	0	0	0	0
OR52L1|338751	0	0	0	0	0	0
OR52M1|119772	0	0	0	0	0	0
OR52N1|79473	0	0	0	0	0	0
OR52N2|390077	0	0	0.2803	0	0.3287	3.2895
OR52N4|390072	0	0	0	0	0.3287	1.0965
OR52N5|390075	0	0	0	0	0	1.0965
OR52R1|119695	0.382	0	0	0	0	0
OR52W1|120787	0	0	0.2803	0	0	0
OR56A1|120796	0	0	0	0	0	0
OR56A3|390083	0	0	0	0	0	4.9342
OR56A4|120793	0	0	0	0	0	0
OR56A5|390084	0	0	0	0	0	0
OR56B1|387748	0	0	0	0	0	0.5537
OR56B4|196335	0	0.3592	1.1212	0.4065	0.3287	0.5482
OR5A1|219982	0	0	0	0	0	0
OR5A2|219981	0	0	0	0	0	0
OR5AC2|81050	0	0	0	0	0	0
OR5AK2|390181	0	0	0	0	0	0
OR5AN1|390195	0	0	0	0	0	0
OR5AP2|338675	0	0	0	0	0	0
OR5AR1|219493	0	0	0	0	0	0
OR5AS1|219447	0	0	0	0	0	0
OR5AU1|390445	0	0	0.2803	0.4065	0.3287	0
OR5B12|390191	0	0	0	0.813	0	0
OR5B17|219965	0	0	0	0	0	0
OR5B21|219968	0	0	0	0	0	0
OR5B2|390190	0.764	0	0	0	0	0.5482
OR5B3|441608	0	0	0	0	0	0
OR5C1|392391	0	0	0	0.4065	0.3287	0.5482
OR5D13|390142	0	0	0	0	0	0
OR5D14|219436	0	0	0	0	0	0
OR5D16|390144	0	0	0	0	0	0
OR5D18|219438	0	0	0	0	0	0
OR5E1P|26343	0	0	0	0	0	0
OR5F1|338674	0	0	0	0	0	0
OR5H14|403273	0	0	0	0	0	0
OR5H15|403274	0	0	0	0	0	0
OR5H1|26341	0	0	0	0	0	0
OR5H2|79310	0	0	0	0	0	0
OR5H6|79295	0	0	0	0	0	0
OR5I1|10798	0	0	0	0	0	0
OR5J2|282775	0	0	0	0	0	0
OR5K1|26339	0.382	0.3592	0.5606	0	0	0
OR5K2|402135	0	0.3592	0	0	0	0
OR5K3|403277	0	0	0.2803	0	0	0
OR5K4|403278	0	0	0	0	0	0
OR5L1|219437	0	0	0	0	0	0
OR5L2|26338	0	0	0	0	0	0
OR5M10|390167	0	0	0	0	0	0
OR5M11|219487	0.764	0	0	0	0	0
OR5M1|390168	0	0	0	0	0	0
OR5M3|219482	0	0	0	0	0	0
OR5M8|219484	0	0	0	0	0	0
OR5M9|390162	0	0	0	0	0	0
OR5P2|120065	0	0	0	0	0	0
OR5P3|120066	0	0	0	0	0	0
OR5R1|219479	0	0	0	0	0	0
OR5T1|390155	0	0	0	0	0	0
OR5T2|219464	0	0	0	0	0	0
OR5T3|390154	0	0	0	0	0	0
OR5V1|81696	0	0	0	0	0	0
OR5W2|390148	0	0	0	0	0	0
OR6A2|8590	0	0	0	0	0.3287	1.6447
OR6B1|135946	0	0	0	0	0	0
OR6B2|389090	0	0	0	0	0	0
OR6B3|150681	0	0	0	0	0	0
OR6C1|390321	0	0	0	0	0	0
OR6C2|341416	0	0	0	0	0	0
OR6C3|254786	0	0	0	0	0	0
OR6C4|341418	0	0	0	0	0	0
OR6C65|403282	0	0	0	0	0	0
OR6C68|403284	0	0	0	0	0	0
OR6C6|283365	0	0	0	0	0	0
OR6C70|390327	0	0	0	0	0	0
OR6C74|254783	0	0	0	0	0	0
OR6C75|390323	0	0	0	0	0	0
OR6C76|390326	0	0	0	0	0	0
OR6F1|343169	0	0.3592	0	0	0	0
OR6K2|81448	0	0	0	0	0	0
OR6K3|391114	0	0	0	0	0	0
OR6K6|128371	0	0	0	0	0	0
OR6M1|390261	0	0	0	0	0	0
OR6N1|128372	0	0	0	0	0	0
OR6N2|81442	0	0	0	0	0	0
OR6P1|128366	0	0	0	0	0	0
OR6Q1|219952	0	0	0	0	0	0
OR6S1|341799	0	0	0	0	0	0
OR6T1|219874	0.382	0	1.1212	0	0	0
OR6V1|346517	0	0	0	0	0	0
OR6W1P|89883	0	0	0	0	0	0
OR6X1|390260	0	0	0	0	0	0
OR6Y1|391112	0	0	0	0	0	0
OR7A10|390892	0	0	0	0	0	0
OR7A17|26333	0	0	0	0	0	0
OR7A5|26659	2.292	0	0	0.813	0.3287	180.9211
OR7C1|26664	0	0	0	0	0	46.0526
OR7C2|26658	0	0	0	0	0	0
OR7D2|162998	0.764	15.8046	1.4015	0.813	4.931	1.0965
OR7D4|125958	0	0	0	0	0	0
OR7E156P|283491	0	0	0	0	0	0
OR7E24|26648	0	0	0	0	0	0
OR7E37P|26636	0	0	0	0.4065	0.3287	0.5482
OR7E5P|219445	0	0	0	0	0	0
OR7E91P|79315	1.528	0.3592	5.8865	5.6911	0.3287	0
OR7G1|125962	0	0	0	0	0	0
OR7G2|390882	0	0	0	0	0	0
OR7G3|390883	0	0	0	0	0	0
OR8A1|390275	0	0	0	0	0	0
OR8B12|219858	0	0	0	0	0	0
OR8B2|26595	0	0	0	0	0	0
OR8B3|390271	0	0	0	0	0	0
OR8B4|283162	0	0	0	0	0	0
OR8B8|26493	0	0	0	0	0	0
OR8D1|283159	0	0	0	0	0	0
OR8D2|283160	0	0	0	0	0	0
OR8D4|338662	0	0	0	0	0	0
OR8G2|26492	0	0	0	0	0	0
OR8G5|219865	0	0	0	0	0	0
OR8H1|219469	0	0	0	0	0	0.5482
OR8H2|390151	0	0	0	0	0	0
OR8H3|390152	0	0	0	0	0	0
OR8I2|120586	0	0	0	0	0	0
OR8J1|219477	0	0	0	0	0	0
OR8J3|81168	0	0	0	0	0	0
OR8K1|390157	0	0	0	0	0	0
OR8K3|219473	0	0	0	0	0	0
OR8K5|219453	0	0	0	0	0	0
OR8S1|341568	0	0	0	0.4065	0	0.5482
OR8U1|219417	0	0	0	0	0	0
OR9A2|135924	0	0	0	0	0	0
OR9A4|130075	0	0	0	0	0	0
OR9G4|283189	0	0	0	0	0	0
OR9G9|504191	0	0	0	0	0	0
OR9I1|219954	0	0	0	0	0	0
OR9K2|441639	0	0	0	0	0	0
OR9Q1|219956	0	0	0	0	0	0
OR9Q2|219957	0	0	0	0	0	0
ORAI1|84876	765.5429	566.8103	743.9383	965.0407	736.3589	586.6228
ORAI2|80228	238.0097	230.546	499.2488	671.7398	1699.6543	2702.6096
ORAI3|93129	388.5016	534.1236	947.7225	668.6992	616.3718	2240.1316
ORAOV1|220064	284.2135	355.2443	205.7463	525.6098	226.1674	899.6711
ORC1L|4998	21.0104	9.6983	18.22	3.6585	108.1527	95.943
ORC2L|4999	246.7768	298.4914	296.5662	132.5203	340.8947	280.7018
ORC3L|23595	357.559	492.8161	398.5985	253.6585	583.1699	300.9868
ORC4L|5000	634.5144	556.3937	659.2852	308.5366	573.9654	276.864
ORC5L|5001	475.9813	447.9167	618.0799	436.5854	440.1717	254.9342
ORC6L|23594	94.7378	57.8305	154.1696	143.0894	166.3382	420.5044
ORM1|5004	0	0.3592	0.2803	0.813	0	15.477
ORM2|5005	0	0	0	0	0	1.5186
ORMDL1|94101	529.8443	505.3879	457.7435	481.7073	393.163	1083.8816
ORMDL2|29095	806.2153	536.8247	534.2116	863.7846	621.2666	791.3213
ORMDL3|94103	917.1999	789.5115	816.8185	726.0163	684.748	1952.8509
OS9|10956	9186.5151	10908.7644	9392.8521	11554.4715	6181.141	7504.386
OSBP2|23762	422.5002	143.6782	706.9376	451.2195	23.3399	157.8947
OSBPL10|114884	382.0074	135.0575	123.8963	386.9919	162.0647	186.9518
OSBPL11|114885	507.6879	419.8994	560.6167	305.6911	362.9197	327.3026
OSBPL1A|114876	2315.3471	5190.7328	3523.1955	2339.8374	1221.5668	650.7675
OSBPL2|9885	1166.6507	1685.704	2245.8304	1641.0569	713.0189	938.0482
OSBPL3|26031	658.1988	919.8994	1509.1801	2034.9593	2596.6512	708.8816
OSBPL5|114879	356.413	214.0805	316.4681	78.0488	381.3287	1181.4693
OSBPL6|114880	70.2894	19.7557	125.5781	64.6341	731.4279	181.4693
OSBPL7|114881	125.2984	36.2787	41.2053	145.935	244.9051	452.8509
OSBPL8|114882	1906.9812	3274.4253	2852.9783	1605.6911	2616.0464	941.3377
OSBPL9|114883	2365.3901	2004.3103	1353.609	2152.0325	1553.5857	1499.4518
OSBP|5007	4102.76	3803.1609	7318.5704	4350.813	1606.8402	1260.9649
OSCAR|126014	35.1447	14.727	7.0077	41.0569	96.9758	441.886
OSCP1|127700	102.76	151.2213	151.0862	153.252	54.2407	92.1053
OSGEPL1|64172	119.9503	134.3391	108.7596	80.4878	131.4927	201.7544
OSGEP|55644	310.9541	229.1667	255.3609	392.2764	240.3028	667.7632
OSGIN1|29948	144.3988	65.0144	395.5151	1257.3171	78.5669	367.8728
OSGIN2|734	994.7474	1718.3908	2672.4597	2232.1138	1098.2924	360.1974
OSMR|9180	255.181	141.523	98.6685	432.5203	2527.9463	993.9693
OSM|5008	9.1682	28.7356	33.3567	19.9187	50.2959	380.4825
OSR1|130497	9.5502	1.0776	5.0456	5.2846	25.6411	14.8026
OSR2|116039	9.1682	8.6207	4.7652	34.9593	98.2908	80.0439
OST4|100128731	2061.3007	1841.9397	1265.8641	1963.8008	4237.3311	3167.1656
OSTBETA|123264	34.3807	137.931	113.2446	104.4715	1.3149	0.5482
OSTCL|202459	3.8201	1.0776	2.5228	2.0325	2.6299	14.8026
OSTC|58505	802.2156	848.0603	755.7113	880.0813	1771.8635	2537.8289
OSTF1|26578	1052.4305	689.296	956.6924	642.2764	549.968	1375.5482
OSTM1|28962	943.1764	836.2069	419.061	495.5285	1131.823	974.7807
OSTN|344901	0	0	0	0	0	0
OSTalpha|200931	36.6727	5.3879	8.1289	8.5366	6.5746	9.3202
OTC|5009	81.3676	17.6006	109.6006	59.7561	0	0
OTOA|146183	21.7744	12.5718	2.5228	32.1138	1.6437	63.0482
OTOF|9381	2.292	0	0	1.626	2.3011	0
OTOL1|131149	0	0	0	0	0	0
OTOP1|133060	0	0	0	0	0	0
OTOP2|92736	0	0	0	0	0	0.5482
OTOP3|347741	0	0	0	0	0	0
OTOR|56914	0	0	0	1.626	0	0
OTOS|150677	0	0	0	0	0	0.5482
OTP|23440	0	0	0	0.813	0.6575	1.6447
OTUB1|55611	2725.2411	2863.1466	2307.4982	2192.6829	1553.5857	2405.1535
OTUB2|78990	129.5005	20.1149	154.1696	80.4878	53.2545	86.0746
OTUD1|220213	680.7373	622.4856	328.2411	908.1301	718.2786	750
OTUD3|23252	207.048	200.7902	136.2299	150.813	144.6419	185.307
OTUD4|54726	1179.257	971.2644	1026.2088	1210.1626	1215.6496	813.0482
OTUD5|55593	1800.7831	1454.7414	1569.4464	2287.8049	1453.3226	1629.9342
OTUD6A|139562	0	0	0	0.4065	0	1.0965
OTUD6B|51633	396.1417	613.8649	382.0603	536.9919	530.9016	152.9605
OTUD7A|161725	59.9752	15.4454	20.4625	222.7642	1.3149	2.7412
OTUD7B|56957	445.0387	365.3017	614.1556	532.9268	862.9206	495.0658
OTX1|5013	3.0561	11.4943	0.2803	0	99.6057	7.6754
OTX2|5015	0	0	0	0	0	0
OVCA2|124641	443.992	382.931	317.8052	347.3455	535.0206	585.3509
OVCH1|341350	0.382	0	0	1.2195	0	2.193
OVCH2|341277	0.764	0.7184	0	13.8211	0	0
OVGP1|5016	34.3807	74.3534	18.5004	152.8455	12.4918	28.5088
OVOL1|5017	103.524	147.2701	376.7344	429.6748	1.6437	0
OVOL2|58495	35.1447	6.8247	5.6062	55.2846	0.6575	0
OXA1L|5018	4569.5731	5716.5948	4131.1843	3912.1951	3756.7452	3622.807
OXCT1|5019	9675.1027	7116.7385	4895.3048	1869.5122	958.5815	518.0921
OXCT2|64064	0.382	0.3592	0.8409	1.2195	20.0526	26.3158
OXER1|165140	4.2021	41.6667	1.1212	11.7886	1.9724	60.8553
OXGR1|27199	620.3801	426.3649	2207.7085	242.6829	0.3287	17.5439
OXNAD1|92106	1403.4954	1273.3477	1138.0519	625.2033	147.2718	219.2982
OXR1|55074	1648.3621	2899.4253	7589.6286	2244.7154	1057.2009	283.9912
OXSM|54995	581.0333	601.6523	570.1472	240.2439	96.9758	308.6623
OXSR1|9943	1257.5685	1197.9167	1822.2845	627.6423	1109.1405	1554.2763
OXTR|5021	9.1682	8.6207	1.4015	9.7561	52.9258	192.4342
OXT|5020	0.382	0	0.2803	0	0	0
P2RX1|5023	3.0561	2.1552	3.3637	8.9431	21.3676	23.5746
P2RX2|22953	0	0	0	1.2195	0	1.6447
P2RX3|5024	0	0	8.6896	21.5447	0.3287	0
P2RX4|5025	621.5261	428.5201	108.199	1127.2358	267.9163	786.1842
P2RX5|5026	21.0028	10.0611	10.548	29.5041	363.9552	32.2697
P2RX6P|440799	0	0	0	0	0	0
P2RX6|9127	2.6741	1.4368	10.3714	0.813	85.4702	151.864
P2RX7|5027	35.5267	14.0086	13.7351	77.6423	20.0526	174.8904
P2RY10|27334	5.7301	3.9511	0.8409	5.2846	15.7791	0.5482
P2RY11|5032	206.0548	93.4698	128.199	184.3252	65.1119	537.977
P2RY12|64805	3.8201	4.6695	5.0456	17.8862	0.3287	10.4167
P2RY13|53829	72.5814	27.658	6.4471	39.8374	20.0526	78.3991
P2RY14|9934	46.2229	11.1351	22.9853	22.7642	7.8896	6.0307
P2RY1|5028	28.2686	11.1351	21.3034	17.4797	4.931	8.7719
P2RY2|5029	15.2803	0.7184	3.0834	42.2764	117.3572	6.0307
P2RY4|5030	1.146	2.8736	2.2425	2.0325	0.3287	0
P2RY6|5031	30.5606	4.6695	3.0834	14.6341	464.8265	146.9298
P2RY8|286530	125.2984	66.092	68.1149	196.3415	80.2105	74.5614
P4HA1|5033	702.5117	746.408	1366.5032	938.2114	1783.3691	1629.9342
P4HA2|8974	508.8339	1078.6638	490.8199	1980.4878	1597.307	5491.2281
P4HA3|283208	22.9204	9.3391	24.6671	10.5691	80.5393	2618.9693
P4HB|5034	11887.3078	20349.4971	8509.3203	20418.6992	13734.4078	36534.5395
P4HTM|54681	1303.7914	1387.931	2146.0406	1006.0976	288.9551	416.6667
P704P|641455	16.4263	14.0086	8.4093	11.7886	15.4504	86.0746
PA2G4P4|647033	55.7731	72.1983	42.0463	33.3333	102.2355	222.5877
PA2G4|5036	2795.5305	3478.0891	2664.0505	2242.6829	6054.5793	4595.3947
PAAF1|80227	316.6842	126.4368	338.6125	256.5041	316.2398	738.4868
PABPC1L2A|340529	0	0.3592	0	0	0	0
PABPC1L2B|645974	0	0	0	0.4065	0	0.5482
PABPC1L|80336	20.6284	217.3132	63.3497	48.374	294.5435	289.4737
PABPC1P2|728773	0.382	0	0	0.4065	0.6575	1.6447
PABPC1|26986	18569.3821	18472.342	58062.7891	18603.252	91334.1409	10160.0877
PABPC3|5042	189.8577	213.7213	673.5809	202.0325	1043.3942	205.5921
PABPC4L|132430	333.4925	377.5144	324.8774	336.5854	7.8896	19.1886
PABPC4|8761	2890.2684	3523.3477	2389.9089	3192.2764	9303.7628	3547.1491
PABPC5|140886	16.0443	1.4368	2.5228	2.0325	7.2321	1.0965
PABPN1L|390748	0	0	0	0	0.3287	0
PABPN1|8106	2532.5413	2927.5539	1850.6994	3473.4675	2058.5537	5754.1831
PACRGL|133015	168.4653	292.3851	209.3903	333.3333	207.7584	226.9737
PACRG|135138	2042.5938	1554.5977	1039.6636	775.6098	1.6437	2.193
PACS1|55690	4480.9474	3552.8017	9182.9012	6637.8049	3553.9177	3394.7368
PACS2|23241	1504.3453	454.7414	1211.773	2892.9919	1160.1663	2512.6096
PACSIN1|29993	80.2216	3.9511	0.2803	5.2846	8.547	1.6447
PACSIN2|11252	1889.0268	2205.819	4571.2684	3820.7317	1126.2346	200.6579
PACSIN3|29763	10.6962	8.9799	7.288	41.8699	1126.2346	1055.9211
PADI1|29943	1.146	0	12.8942	1.2195	1.9724	0
PADI2|11240	69.1433	22.9885	70.0771	86.9919	228.1398	13.1579
PADI3|51702	0	0	0	0.813	0	7.1272
PADI4|23569	1.91	1.0776	0.5606	8.1301	1.9724	1.0965
PADI6|353238	0	0	0	0	0.3287	0.5482
PAEP|5047	1.146	0	0.2803	0	3.616	138.7061
PAF1|54623	1363.0026	1506.1063	756.8325	1004.878	1014.4658	742.8728
PAFAH1B1|5048	2928.8511	2695.4023	2851.857	2362.6016	2745.2379	1875.5482
PAFAH1B2|5049	959.6027	675.6466	1078.6265	525.2033	542.0785	75.1096
PAFAH1B3|5050	188.2151	272.1013	92.7372	198.2439	733.3017	816.7654
PAFAH2|5051	1024.162	856.681	1592.4317	952.8455	280.0794	276.864
PAG1|55824	457.2629	103.8075	166.7835	374.7967	2690.9972	578.3991
PAGE1|8712	0	0.3592	0	0	0	660.0877
PAGE2B|389860	0	1.0776	0	0	0	1078.9474
PAGE2|203569	0	0	0	0	0	918.8596
PAGE3|139793	0	0	0	0	0	0
PAGE4|9506	0	0.3592	0	0	0	2.193
PAGE5|90737	0	0	0	0	0	2905.7018
PAH|5053	6.4941	7.9023	2.8031	211.7886	0	1.6447
PAICS|10606	2960.1757	4612.4282	3241.7659	1819.1057	4635.7736	2737.3904
PAIP1|10605	1413.8096	1313.5776	1145.9005	1269.5122	1255.4261	1061.4035
PAIP2B|400961	151.2749	271.9109	331.0441	143.0894	27.6135	29.057
PAIP2|51247	1533.3779	1427.4425	1429.0119	1017.4797	1134.1242	1100.3289
PAK1IP1|55003	185.6556	249.2816	188.6475	152.8455	712.6902	321.8202
PAK1|5058	1624.6777	1653.3764	2357.6734	2680.8943	749.5081	1665.0219
PAK2|5062	2033.4257	1598.7787	2112.9643	1436.1789	5037.4836	2080.5921
PAK3|5063	3.0561	0.3592	0.8409	0	2.3011	0.5482
PAK4|10298	3493.0761	2469.4684	1861.2474	4112.6016	902.3683	733.0044
PAK6|56924	971.3571	389.2529	386.0463	723.8496	3.6391	3.8377
PAK7|57144	214.6882	0	222.8451	0.813	0	0.5482
PALB2|79728	144.0168	359.5546	305.5361	202.439	367.8507	303.1798
PALLD|23022	4385.0635	3934.2672	272.74	2137.3984	1292.9015	1818.5307
PALM2-AKAP2|445815	4705.8008	1668.046	3577.3819	1862.3008	4042.3867	4139.852
PALM2|114299	41.9177	15.5101	155.843	27.1301	30.1217	141.4474
PALM3|342979	14.1343	2.1552	1526.5592	1052.0325	12.1631	24.6711
PALMD|54873	136.3767	91.954	70.0771	154.065	80.868	56.4693
PALM|5064	2140.0057	52.4425	2803.0834	137.8049	528.6005	48.7939
PAMR1|25891	104.288	57.4713	54.0995	95.935	35.8317	32.3465
PAM|5066	2911.6608	1024.0661	868.6755	3513.4146	4038.1394	5600.8772
PAN2|9924	365.1991	823.2759	877.6454	654.878	503.2881	877.7412
PAN3|255967	344.5707	327.5862	420.4625	467.8862	660.4219	520.8333
PANK1|53354	439.3086	486.3506	529.5025	396.3415	221.5651	46.6009
PANK2|80025	224.2384	235.9914	291.5207	236.1789	828.075	504.9342
PANK3|79646	912.9978	520.1149	1614.576	342.2764	447.075	304.2763
PANK4|55229	801.0696	743.5345	588.3672	523.5772	408.9422	469.8465
PANX1|24145	408.366	32.6868	239.6636	477.2358	339.2511	737.9386
PANX2|56666	16.0443	3.592	83.8122	81.3008	154.8326	37.2807
PANX3|116337	0	0	0	0	0	2.193
PAOX|196743	85.1877	68.9655	90.2593	50.4065	450.3623	55.9211
PAPD4|167153	840.0344	962.2845	791.5907	1078.0488	1162.3951	912.2807
PAPD5|64282	283.4495	300.6466	772.8101	717.8862	533.2027	418.8596
PAPD7|11044	513.8	311.0632	293.4828	892.2764	814.2683	928.7281
PAPLN|89932	30.9426	134.3391	8.1289	145.5285	1312.2967	517.5439
PAPL|390928	0	0	0.5606	0	11.8343	0.5482
PAPOLA|10914	5675.4847	1940.7328	7522.9152	5820.3252	3126.5666	2375
PAPOLB|56903	0.382	0	0.2803	0	0	0.5482
PAPOLG|64895	215.4522	183.908	275.2628	223.9837	514.7937	267.5439
PAPPA2|60676	2802.4066	910.2011	283.672	18.6992	6.9034	2.7412
PAPPA|5069	53.481	17.9598	12.0533	15.0407	56.2131	382.6754
PAPSS1|9061	546.6527	2382.9023	1310.1612	1357.3171	1676.2026	1208.8816
PAPSS2|9060	288.4156	50.6466	276.1037	121.5447	2000.9895	648.5746
PAQR3|152559	692.9806	482.7658	838.7274	559.7967	542.0949	917.352
PAQR4|124222	298.2676	235.0898	516.0785	917.8943	630.0931	1219.5395
PAQR5|54852	1623.9137	676.3649	211.0722	5460.1626	945.4322	120.0658
PAQR6|79957	5.7301	4.6695	3.3637	19.9187	7.5608	80.0439
PAQR7|164091	206.666	248.5632	62.5088	336.5854	847.7989	501.0965
PAQR8|85315	366.3451	406.6092	1539.1731	1262.6016	259.698	249.4518
PAQR9|344838	0	0	0	0	0.3287	2.7412
PAR-SN|347746	103.524	84.8958	123.5655	85.687	133.3303	37.2807
PAR1|145624	0.382	0	0.5606	0.813	0.3287	0
PAR4|347745	2.292	0	0.8409	1.626	0	0
